char_id,gender,somatotype,inversion_mae_cm,weight_kg,navy_bfp,target_height_cm,target_shoulder_width_cm,target_hip_width_cm,target_chest_circ_cm,target_waist_circ_cm,target_hip_circ_cm,target_neck_circ_cm,target_bicep_circ_cm,target_forearm_circ_cm,target_mid_thigh_circ_cm,target_calf_circ_cm,target_upper_arm_length_cm,target_forearm_length_cm,target_upper_leg_length_cm,target_lower_leg_length_cm,morph_abdomen_depth,morph_abdomen_scale,morph_body_builder,morph_body_fat,morph_body_muscular,morph_body_thin,morph_breast_scale,morph_chest_depth,morph_chest_height,morph_chest_scale,morph_chest_width,morph_forearm_len,morph_forearm_scale,morph_glute_scale,morph_hip_len,morph_hip_scale,morph_lower_leg_len,morph_lower_leg_scale,morph_neck_len,morph_neck_scale,morph_thigh_len,morph_thigh_scale,morph_upperarm_len,morph_upperarm_scale,pred_height_cm,pred_shoulder_width_cm,pred_hip_width_cm,pred_chest_circ_cm,pred_waist_circ_cm,pred_hip_circ_cm,pred_neck_circ_cm,pred_bicep_circ_cm,pred_forearm_circ_cm,pred_mid_thigh_circ_cm,pred_calf_circ_cm,pred_upper_arm_length_cm,pred_forearm_length_cm,pred_upper_leg_length_cm,pred_lower_leg_length_cm,target_WHR,pred_WHR,target_SHR,pred_SHR,target_leg_taper,pred_leg_taper,target_chest_waist,pred_chest_waist,target_hip_chest,pred_hip_chest,target_neck_chest,pred_neck_chest,target_bicep_thigh,pred_bicep_thigh,target_shoulder_chest,pred_shoulder_chest,target_hip_width_circ,pred_hip_width_circ,target_arm_ratio,pred_arm_ratio,target_leg_ratio,pred_leg_ratio,target_bicep_calf,pred_bicep_calf,target_forearm_bicep,pred_forearm_bicep,target_shoulder_hip_circ,pred_shoulder_hip_circ
char_00010,female,pear,0.785,62.9,35.89,166.1,40.9,36.8,89.3,85.6,102.1,32.2,29.0,27.0,60.7,35.6,34.4,25.0,39.5,45.8,-1.0,0.2846,0.0,0.1173,0.0,0.4422,0.5219,-0.5,0.8952,-0.5,-0.5,0.0072,1.0,-0.4865,-1.0,0.4117,-0.0551,0.849,-1.0,0.0,-0.2926,0.8269,0.588,0.3143,166.18,43.63,38.18,90.89,86.86,103.93,32.91,28.66,26.1,60.42,35.41,34.17,24.9,39.43,45.72,0.8384,0.8358,1.1114,1.1427,1.7051,1.7063,1.0432,1.0464,1.1433,1.1435,0.3606,0.3621,0.4778,0.4743,0.458,0.48,0.3604,0.3674,0.7267,0.7287,1.1595,1.1595,0.8146,0.8094,0.931,0.9107,0.4006,0.4198
char_00011,female,pear,4.92,133.5,68.58,169.8,60.92,49.06,140.28,146.89,145.68,42.68,48.02,36.57,93.64,49.88,34.87,26.85,42.12,47.19,1.0,1.0,0.0,0.4835,-0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.2204,1.0,-1.0,1.0,1.0,-0.0266,0.5314,1.0,0.0,-0.2202,-0.1696,0.8029,0.6648,170.31,48.78,43.78,136.93,134.68,142.25,43.54,42.07,32.66,78.06,42.74,36.1,27.49,41.36,46.4,1.0083,0.9468,1.2417,1.1142,1.8773,1.8264,0.955,1.0167,1.0385,1.0389,0.3042,0.318,0.5128,0.5389,0.4343,0.3562,0.3368,0.3078,0.77,0.7615,1.1204,1.1219,0.9627,0.9843,0.7616,0.7763,0.4182,0.3429
char_00012,male,v_shape,0.103,72.0,6.4,180.6,47.2,31.4,95.5,73.5,91.4,37.2,33.0,29.0,55.3,37.3,37.5,26.5,43.9,45.7,-1.0,-1.0,0.4151,0.0685,0.0,0.0,0.0,-0.5,0.6189,-0.5,0.5434,0.1046,0.9029,0.6526,1.0,-0.3,-0.0501,0.5464,1.0,0.4392,-0.0837,-0.2813,0.8801,0.0241,180.59,47.36,31.74,95.64,73.63,91.51,37.24,32.9,28.94,55.04,37.16,37.5,26.5,43.93,45.72,0.8042,0.8046,1.5032,1.4921,1.4826,1.4812,1.2993,1.2989,0.9571,0.9568,0.3895,0.3894,0.5967,0.5977,0.4942,0.4952,0.3435,0.3468,0.7067,0.7067,1.041,1.0407,0.8847,0.8854,0.8788,0.8796,0.5164,0.5175
char_00013,male,pear,1.662,99.6,25.79,181.7,52.9,38.0,106.6,102.0,112.8,40.7,37.0,32.6,68.7,43.7,36.5,26.8,42.8,48.0,1.0,1.0,0.3602,0.124,0.0,0.0,0.0,-0.5,0.3269,-0.5,1.0,0.1553,1.0,0.7241,1.0,-0.1542,0.0728,1.0,1.0,0.9088,-0.1258,0.6741,0.8534,0.216,181.21,48.79,36.66,104.97,99.8,110.53,40.27,35.0,29.94,65.3,41.07,36.95,27.04,43.33,48.55,0.9043,0.9029,1.3921,1.3309,1.5721,1.59,1.0451,1.0518,1.0582,1.053,0.3818,0.3836,0.5386,0.536,0.4962,0.4648,0.3369,0.3317,0.7342,0.7318,1.1215,1.1205,0.8467,0.8522,0.8811,0.8554,0.469,0.4414
char_00014,male,pear,1.348,93.0,26.87,181.0,50.5,36.4,101.1,102.0,106.8,39.1,36.0,33.1,68.2,41.0,37.1,27.4,44.8,48.3,1.0,1.0,0.0,0.177,0.0,0.0,0.0,-0.5,-0.2374,-0.5,0.8749,0.23,1.0,-1.0,1.0,-0.1049,0.0732,0.9376,1.0,0.8252,-0.0486,1.0,0.9085,0.4906,180.53,48.18,35.93,100.57,100.33,105.86,38.96,33.68,28.65,64.78,39.06,37.45,27.62,45.28,48.8,0.9551,0.9478,1.3874,1.3409,1.6634,1.6585,0.9912,1.0024,1.0564,1.0526,0.3867,0.3874,0.5279,0.5199,0.4995,0.4791,0.3408,0.3394,0.7385,0.7375,1.0781,1.0777,0.878,0.8623,0.9194,0.8507,0.4728,0.4551
char_00015,male,rectangle,0.241,75.5,10.87,174.6,47.4,33.7,95.8,76.4,99.3,36.6,34.1,30.9,60.2,40.5,36.9,26.5,42.9,46.9,-1.0,-0.9776,0.3887,0.0852,0.0,0.0,0.0,-0.5,-0.6519,-0.5,0.4561,0.1127,1.0,1.0,1.0,-0.2699,0.006,0.9685,1.0,0.2414,-0.1333,0.2601,0.8345,0.108,174.53,47.08,33.79,95.7,76.3,98.96,36.57,33.63,29.57,59.96,40.28,36.97,26.55,43.0,46.99,0.7694,0.771,1.4065,1.3933,1.4864,1.4886,1.2539,1.2543,1.0365,1.0341,0.382,0.3821,0.5664,0.5609,0.4948,0.492,0.3394,0.3415,0.7182,0.7181,1.0932,1.0928,0.842,0.8349,0.9062,0.8793,0.4773,0.4757
char_00016,female,rectangle,0.191,87.2,43.73,167.1,46.7,38.6,114.3,98.0,112.0,35.7,35.1,30.0,68.9,42.7,36.0,26.1,44.4,47.0,1.0,1.0,0.6748,0.058,0.0,0.0,0.0132,1.0,-1.0,-0.5,0.2388,0.0542,0.8072,0.9736,-1.0,-0.0144,0.0098,1.0,0.006,0.0,-0.0614,0.7379,0.7314,-0.1481,167.13,46.77,38.69,114.46,98.05,112.11,36.44,34.83,29.84,68.3,42.18,36.0,26.1,44.38,46.97,0.875,0.8746,1.2098,1.2088,1.6136,1.6193,1.1663,1.1674,0.9799,0.9795,0.3123,0.3184,0.5094,0.51,0.4086,0.4086,0.3446,0.3451,0.725,0.725,1.0586,1.0584,0.822,0.8257,0.8547,0.8567,0.417,0.4172
char_00017,female,apple,0.325,64.0,39.68,153.9,45.3,33.4,99.2,90.3,98.1,31.7,30.5,24.8,59.1,37.7,30.8,21.7,38.6,40.0,1.0,0.8883,0.0,0.0766,0.0,0.0502,0.0926,1.0,-1.0,-0.5,0.1069,-0.2618,0.5702,0.1989,1.0,-0.3,-0.3023,1.0,-0.8113,0.0,-0.3387,0.941,0.3563,0.3622,153.94,45.76,34.31,99.62,90.58,98.44,32.62,30.25,24.66,58.4,37.32,30.8,21.7,38.62,40.0,0.9205,0.9202,1.3563,1.3337,1.5676,1.5648,1.0986,1.0998,0.9889,0.9882,0.3196,0.3274,0.5161,0.518,0.4567,0.4593,0.3405,0.3485,0.7045,0.7045,1.0363,1.0357,0.809,0.8106,0.8131,0.8152,0.4618,0.4649
char_00018,male,rectangle,0.107,81.0,22.3,172.0,48.7,34.7,101.9,94.0,102.4,40.6,35.7,30.9,61.7,37.2,36.3,27.8,42.1,45.1,1.0,1.0,0.6592,0.0461,0.0,0.0,0.0,-0.5,-0.6298,-0.5,0.8579,0.2019,1.0,0.9523,1.0,-0.3,-0.0677,0.352,1.0,1.0,-0.1646,0.2026,0.7762,0.0105,171.97,48.54,34.73,101.86,93.92,102.32,40.44,35.53,30.57,61.46,37.06,36.33,27.82,42.14,45.14,0.918,0.9179,1.4035,1.3976,1.6586,1.6584,1.084,1.0845,1.0049,1.0045,0.3984,0.397,0.5786,0.5781,0.4779,0.4765,0.3389,0.3394,0.7658,0.7658,1.0713,1.0712,0.9597,0.9587,0.8655,0.8604,0.4756,0.4744
char_00019,female,v_shape,0.0,74.0,38.58,166.6,49.0,35.1,104.5,95.3,102.9,36.4,33.0,27.7,58.6,35.4,36.8,25.5,47.0,46.4,0.0879,0.5668,0.2961,0.1361,0.0,0.0,0.0,-0.4962,-1.0,-0.5,1.0,0.0284,0.6292,0.0698,-0.3756,0.0902,-0.0272,0.2016,-0.9991,0.0484,0.0561,-0.3291,0.8513,0.0355,166.6,49.0,35.1,104.5,95.3,102.9,36.4,33.0,27.7,58.6,35.4,36.8,25.5,47.0,46.4,0.9261,0.9261,1.396,1.396,1.6554,1.6554,1.0965,1.0965,0.9847,0.9847,0.3483,0.3483,0.5631,0.5631,0.4689,0.4689,0.3411,0.3411,0.6929,0.6929,0.9872,0.9872,0.9322,0.9322,0.8394,0.8394,0.4762,0.4762
char_00020,male,apple,3.116,116.1,29.26,180.8,56.1,37.6,120.3,113.6,114.8,46.6,42.6,36.4,74.8,43.7,35.2,27.3,44.0,48.6,1.0,1.0,0.1602,0.2767,0.0,0.0,0.0,-0.5,-0.4414,-0.5,1.0,0.2347,1.0,-1.0,1.0,-0.3,0.1077,0.6545,1.0,1.0,-0.0617,0.7272,0.7866,0.5904,179.94,48.65,35.26,117.28,109.11,111.62,43.41,38.87,30.79,68.36,40.31,36.03,27.78,44.84,49.5,0.9895,0.9775,1.492,1.3798,1.7117,1.6959,1.059,1.0749,0.9543,0.9517,0.3874,0.3701,0.5695,0.5686,0.4663,0.4148,0.3275,0.3159,0.7756,0.771,1.1045,1.1039,0.9748,0.9643,0.8545,0.7921,0.4887,0.4359
char_00021,male,rectangle,1.069,96.3,26.37,177.2,53.1,39.3,114.3,99.7,110.3,38.7,36.6,33.3,65.9,44.0,36.6,27.4,40.3,47.2,1.0,1.0,0.7692,0.0445,0.0,0.0,0.0,-0.5,-0.3567,-0.1208,1.0,0.1711,1.0,0.5971,1.0,0.3789,0.0419,1.0,1.0,0.3014,-0.2326,-0.2755,0.8369,-0.187,176.89,50.43,38.43,113.22,98.36,108.88,38.45,35.28,31.16,63.93,42.48,36.9,27.57,40.62,47.55,0.9039,0.9034,1.3511,1.3123,1.4977,1.5049,1.1464,1.1511,0.965,0.9617,0.3386,0.3396,0.5554,0.5519,0.4646,0.4454,0.3563,0.353,0.7486,0.7472,1.1712,1.1706,0.8318,0.8305,0.9098,0.8832,0.4814,0.4632
char_00022,male,apple,1.576,99.8,28.95,180.3,51.1,34.5,108.6,107.0,105.0,40.7,37.5,33.7,64.4,43.6,37.7,28.0,46.3,46.7,1.0,1.0,-0.0,0.2412,0.0,0.0,0.0,-0.5,-0.4518,-0.5,0.8813,0.2811,1.0,-1.0,1.0,-0.1732,0.0037,1.0,1.0,0.779,0.0337,0.1112,0.9579,0.4666,179.75,48.22,33.62,107.88,104.83,103.95,40.51,34.9,29.46,60.43,40.93,38.08,28.23,46.86,47.25,1.019,1.0085,1.4812,1.4343,1.4771,1.4764,1.015,1.0291,0.9669,0.9636,0.3748,0.3755,0.5823,0.5775,0.4705,0.447,0.3286,0.3234,0.7427,0.7413,1.0086,1.0083,0.8601,0.8527,0.8987,0.8441,0.4867,0.4639
char_00023,male,rectangle,0.768,89.2,17.41,184.5,51.3,34.7,104.2,91.7,102.2,42.1,35.7,30.7,63.5,38.2,39.8,28.9,45.6,50.4,1.0,0.9476,0.7214,0.0113,0.0,0.0,0.0,-0.5,-0.1815,-0.3782,1.0,0.252,0.9824,0.9066,1.0,-0.3,0.1695,0.4596,1.0,1.0,-0.004,0.4004,1.0,-0.0329,184.33,49.52,35.0,103.29,90.94,101.09,40.01,35.2,30.4,62.22,37.56,39.02,28.52,45.86,50.65,0.8973,0.8996,1.4784,1.4149,1.6623,1.6565,1.1363,1.1358,0.9808,0.9787,0.404,0.3874,0.5622,0.5657,0.4923,0.4794,0.3395,0.3462,0.7261,0.7309,1.1053,1.1044,0.9346,0.9372,0.8599,0.8636,0.502,0.4899
char_00024,male,rectangle,0.001,78.4,21.37,174.5,49.1,32.9,105.7,91.0,96.6,38.3,34.6,29.6,59.4,35.7,35.8,26.3,41.9,46.3,1.0,0.2898,0.2849,0.133,0.0,0.0,0.0,-0.5,-0.449,-0.3993,1.0,0.1003,1.0,-0.5554,1.0,-0.3,-0.0254,0.2963,1.0,0.4878,-0.1824,0.1854,0.7701,0.2653,174.5,49.1,32.9,105.7,91.0,96.6,38.3,34.6,29.6,59.4,35.7,35.8,26.3,41.9,46.3,0.942,0.942,1.4924,1.4924,1.6639,1.6639,1.1615,1.1615,0.9139,0.9139,0.3623,0.3623,0.5825,0.5825,0.4645,0.4645,0.3406,0.3406,0.7346,0.7346,1.105,1.105,0.9692,0.9692,0.8555,0.8555,0.5083,0.5083
char_00025,male,rectangle,2.328,110.3,31.99,172.5,55.72,40.26,120.24,112.69,120.81,43.32,39.64,33.48,78.69,43.16,35.42,24.71,39.95,46.45,1.0,1.0,0.1418,0.2479,0.0,0.0,0.0,-0.5,-1.0,-0.2524,1.0,0.0056,1.0,-1.0,1.0,0.151,0.0071,0.716,1.0,1.0,-0.2588,1.0,0.8175,0.4461,171.95,49.56,39.0,118.11,109.67,117.92,42.6,36.78,30.3,72.04,39.96,36.15,25.07,40.54,47.08,0.9328,0.93,1.384,1.2708,1.8232,1.8028,1.067,1.077,1.0047,0.9984,0.3603,0.3607,0.5037,0.5105,0.4634,0.4196,0.3333,0.3307,0.6976,0.6935,1.1627,1.1613,0.9184,0.9204,0.8446,0.8238,0.4612,0.4203
char_00026,male,v_shape,6.013,142.2,41.51,174.0,63.42,39.88,136.99,138.62,128.49,48.47,48.19,38.46,86.7,49.42,35.47,26.09,45.45,44.03,1.0,1.0,-0.0,0.4554,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.7871,0.1713,1.0,-1.0,1.0,-0.258,-0.1145,0.4349,1.0,0.9987,-0.0034,0.1403,0.8778,0.6192,173.42,47.9,35.16,131.61,123.82,122.13,47.15,40.97,32.18,70.17,41.36,37.09,26.91,45.97,44.52,1.0788,1.0138,1.5903,1.3623,1.7544,1.6966,0.9882,1.0629,0.938,0.928,0.3538,0.3583,0.5558,0.5839,0.463,0.364,0.3104,0.2879,0.7356,0.7255,0.9688,0.9685,0.9751,0.9906,0.7981,0.7855,0.4936,0.3922
char_00027,male,apple,1.472,96.2,27.59,181.6,52.5,35.0,113.7,104.6,103.9,40.3,41.7,34.5,62.8,39.8,36.6,26.8,39.3,48.1,1.0,1.0,0.2856,0.1909,0.0,0.0,0.0,-0.5,0.9314,-0.4359,1.0,0.1615,1.0,-0.8668,1.0,-0.1433,0.0757,0.5117,1.0,0.4834,-0.2805,-0.1344,0.8676,0.7163,181.2,48.95,33.84,112.2,102.64,102.0,39.93,39.68,30.36,60.65,38.43,37.04,27.06,39.7,48.56,1.0067,1.0063,1.5,1.4465,1.5779,1.5782,1.087,1.0931,0.9138,0.9091,0.3544,0.3559,0.664,0.6542,0.4617,0.4363,0.3369,0.3318,0.7322,0.7306,1.2239,1.2232,1.0477,1.0325,0.8273,0.7651,0.5053,0.4799
char_00028,male,rectangle,0.0,76.8,18.11,177.2,49.4,33.9,102.1,88.0,97.2,39.1,32.6,29.1,57.2,37.1,38.3,26.5,44.7,46.3,0.0763,0.497,0.3327,0.0706,0.0,0.0,0.0,-0.5,0.1741,-0.2422,0.8955,0.1088,1.0,0.2909,0.1462,-0.1523,-0.0279,0.6189,0.1942,0.9728,-0.0495,0.037,0.973,0.1167,177.2,49.4,33.9,102.1,88.0,97.2,39.1,32.6,29.1,57.2,37.1,38.3,26.5,44.7,46.3,0.9053,0.9053,1.4572,1.4572,1.5418,1.5418,1.1602,1.1602,0.952,0.952,0.383,0.383,0.5699,0.5699,0.4838,0.4838,0.3488,0.3488,0.6919,0.6919,1.0358,1.0358,0.8787,0.8787,0.8926,0.8926,0.5082,0.5082
char_00029,male,rectangle,0.437,77.5,16.03,176.0,49.8,33.5,100.7,85.5,98.5,39.5,36.0,31.7,60.5,34.1,35.2,28.2,45.5,47.1,1.0,0.2278,0.646,0.0241,0.0,0.0,0.0,-0.5,-1.0,-0.4844,1.0,0.2448,1.0,1.0,1.0,-0.3,0.0186,-0.0658,1.0,0.9257,-0.0089,0.1112,0.6998,0.0558,175.93,49.03,33.87,100.46,85.26,97.99,39.44,35.23,30.21,59.51,33.55,35.34,28.29,45.64,47.22,0.868,0.8701,1.4866,1.4476,1.7742,1.7738,1.1778,1.1783,0.9782,0.9754,0.3923,0.3926,0.595,0.592,0.4945,0.4881,0.3401,0.3456,0.8011,0.8005,1.0352,1.0346,1.0557,1.0501,0.8806,0.8575,0.5056,0.5004
char_00030,female,pear,2.36,113.2,60.32,167.4,56.4,46.88,128.47,123.14,136.16,38.78,45.86,33.94,86.28,46.36,34.45,24.65,43.44,45.7,1.0,1.0,0.1216,0.3031,0.0,0.0,0.0,-0.5,-1.0,-0.1331,1.0,0.0008,1.0,-1.0,1.0,0.8636,-0.0669,0.988,-0.5487,0.0,-0.1464,1.0,0.7413,1.0,167.59,50.15,44.58,126.53,119.44,134.02,39.75,42.48,31.0,79.48,43.09,35.15,25.0,43.21,45.46,0.9044,0.8912,1.2031,1.1249,1.8611,1.8445,1.0433,1.0594,1.0599,1.0592,0.3019,0.3142,0.5315,0.5345,0.439,0.3963,0.3443,0.3326,0.7155,0.7112,1.052,1.0521,0.9892,0.9858,0.7401,0.7298,0.4142,0.3742
