char_id,gender,somatotype,inversion_mae_cm,weight_kg,navy_bfp,target_height_cm,target_shoulder_width_cm,target_hip_width_cm,target_chest_circ_cm,target_waist_circ_cm,target_hip_circ_cm,target_neck_circ_cm,target_bicep_circ_cm,target_forearm_circ_cm,target_mid_thigh_circ_cm,target_calf_circ_cm,target_upper_arm_length_cm,target_forearm_length_cm,target_upper_leg_length_cm,target_lower_leg_length_cm,morph_abdomen_depth,morph_abdomen_scale,morph_body_builder,morph_body_fat,morph_body_muscular,morph_body_thin,morph_breast_scale,morph_chest_depth,morph_chest_height,morph_chest_scale,morph_chest_width,morph_forearm_len,morph_forearm_scale,morph_glute_scale,morph_hip_len,morph_hip_scale,morph_lower_leg_len,morph_lower_leg_scale,morph_neck_len,morph_neck_scale,morph_thigh_len,morph_thigh_scale,morph_upperarm_len,morph_upperarm_scale,pred_height_cm,pred_shoulder_width_cm,pred_hip_width_cm,pred_chest_circ_cm,pred_waist_circ_cm,pred_hip_circ_cm,pred_neck_circ_cm,pred_bicep_circ_cm,pred_forearm_circ_cm,pred_mid_thigh_circ_cm,pred_calf_circ_cm,pred_upper_arm_length_cm,pred_forearm_length_cm,pred_upper_leg_length_cm,pred_lower_leg_length_cm,target_WHR,pred_WHR,target_SHR,pred_SHR,target_leg_taper,pred_leg_taper,target_chest_waist,pred_chest_waist,target_hip_chest,pred_hip_chest,target_neck_chest,pred_neck_chest,target_bicep_thigh,pred_bicep_thigh,target_shoulder_chest,pred_shoulder_chest,target_hip_width_circ,pred_hip_width_circ,target_arm_ratio,pred_arm_ratio,target_leg_ratio,pred_leg_ratio,target_bicep_calf,pred_bicep_calf,target_forearm_bicep,pred_forearm_bicep,target_shoulder_hip_circ,pred_shoulder_hip_circ
ansur_00010,female,pear,0.244,83.7,41.01,170.7,47.0,35.8,103.1,96.8,108.5,35.4,34.2,29.7,67.4,39.6,34.8,27.1,44.8,47.4,1.0,0.8064,0.3493,0.1221,0.0,0.0,0.1761,-0.5,-1.0,-0.5,0.4505,0.1649,0.9316,0.4637,1.0,-0.3,0.02,0.7384,-0.0129,0.0,-0.0648,1.0,0.6561,0.0969,170.73,47.21,36.17,103.37,96.99,108.73,36.15,33.93,29.54,66.63,39.22,34.8,27.1,44.79,47.38,0.8922,0.892,1.3128,1.3052,1.702,1.6989,1.0651,1.0658,1.0524,1.0519,0.3434,0.3497,0.5074,0.5092,0.4559,0.4567,0.33,0.3327,0.7787,0.7787,1.058,1.0578,0.8636,0.8651,0.8684,0.8706,0.4332,0.4342
ansur_00011,male,v_shape,0.461,80.2,23.74,172.0,50.2,32.0,106.6,95.0,97.3,39.5,34.0,29.8,60.7,38.6,36.3,26.3,42.5,47.3,1.0,0.6596,0.0306,0.1673,0.0,0.0,0.0,-0.5,-1.0,-0.2157,1.0,0.1246,1.0,-1.0,1.0,-0.3,0.0135,0.7317,0.2871,0.9252,-0.1599,0.4196,0.8441,0.402,172.03,49.63,32.87,106.62,94.9,97.12,39.51,33.11,28.65,58.92,37.63,36.45,26.38,42.58,47.35,0.9764,0.9771,1.5688,1.5099,1.5725,1.5658,1.1221,1.1235,0.9128,0.9109,0.3705,0.3706,0.5601,0.5619,0.4709,0.4655,0.3289,0.3384,0.7245,0.7237,1.1129,1.112,0.8808,0.8799,0.8765,0.8653,0.5159,0.511
ansur_00012,female,pear,0.178,73.2,41.6,164.4,46.6,36.5,98.8,96.4,104.9,33.8,32.0,26.7,65.0,37.3,33.1,23.8,42.3,44.3,1.0,1.0,0.141,0.1062,0.0,0.0,0.0,0.246,-1.0,-0.5,0.3576,-0.0979,0.6589,-0.4454,1.0,-0.0308,-0.1168,0.6937,-0.1613,0.0,-0.1794,1.0,0.5388,0.214,164.42,46.74,36.75,98.99,96.53,105.06,34.38,31.8,26.59,64.42,37.02,33.1,23.8,42.29,44.28,0.919,0.9188,1.2767,1.2718,1.7426,1.7401,1.0249,1.0255,1.0617,1.0613,0.3421,0.3473,0.4923,0.4936,0.4717,0.4722,0.348,0.3498,0.719,0.719,1.0473,1.0471,0.8579,0.859,0.8344,0.8362,0.4442,0.4449
ansur_00013,male,v_shape,2.736,116.2,25.84,181.0,56.0,36.8,120.8,107.3,113.9,46.1,45.2,37.6,75.4,46.7,37.2,29.6,44.2,50.3,1.0,1.0,0.5518,0.1811,0.0,0.0,0.0,-0.5,-0.9476,-0.398,1.0,0.4001,1.0,-0.5776,1.0,-0.3,0.1932,1.0,1.0,1.0,-0.0445,0.8001,0.921,0.5641,180.23,49.33,36.1,118.03,104.12,110.24,43.39,41.73,31.77,70.33,43.67,38.02,30.09,45.13,51.26,0.9421,0.9445,1.5217,1.3665,1.6146,1.6105,1.1258,1.1336,0.9429,0.934,0.3816,0.3676,0.5995,0.5933,0.4636,0.4179,0.3231,0.3275,0.7957,0.7914,1.138,1.1358,0.9679,0.9556,0.8319,0.7613,0.4917,0.4475
ansur_00014,female,pear,0.035,76.0,40.27,167.1,47.6,38.2,96.8,91.4,109.5,34.9,33.7,28.0,67.5,37.3,35.3,25.0,41.1,46.4,1.0,0.6047,0.5334,0.0366,0.0,0.0,0.0891,-0.5,-1.0,-0.5,0.5395,-0.0283,0.6747,1.0,1.0,-0.0324,-0.0141,0.5261,0.2863,0.0,-0.2279,1.0,0.6985,-0.0021,167.1,47.63,38.25,96.84,91.43,109.53,35.01,33.66,27.98,67.39,37.25,35.3,25.0,41.1,46.4,0.8347,0.8347,1.2461,1.2452,1.8097,1.8091,1.0591,1.0592,1.1312,1.131,0.3605,0.3615,0.4993,0.4995,0.4917,0.4918,0.3489,0.3492,0.7082,0.7082,1.129,1.129,0.9035,0.9036,0.8309,0.8313,0.4347,0.4349
ansur_00015,male,rectangle,0.513,95.4,24.31,185.0,51.3,37.3,108.7,101.0,106.8,41.2,33.2,28.7,64.4,40.4,38.4,28.1,45.0,50.9,1.0,1.0,0.1394,0.1491,0.0,0.0,0.0,-0.5,-0.2282,-0.1961,1.0,0.2632,0.9086,-0.9252,1.0,0.1369,0.1739,1.0,1.0,1.0,-0.0521,0.5617,1.0,0.2596,184.88,49.79,36.72,107.91,100.19,105.9,40.04,32.95,28.55,63.83,39.97,38.51,28.15,45.13,51.04,0.9457,0.9461,1.3753,1.3559,1.5941,1.5969,1.0762,1.0771,0.9825,0.9814,0.379,0.371,0.5155,0.5162,0.4719,0.4614,0.3493,0.3467,0.7318,0.731,1.1311,1.131,0.8218,0.8244,0.8645,0.8665,0.4803,0.4702
ansur_00016,female,pear,0.495,54.5,32.29,152.1,42.7,33.2,83.1,75.5,96.5,31.8,28.3,24.6,59.2,34.5,32.8,23.0,37.9,41.9,1.0,-0.8575,0.0,0.0867,0.0,0.1435,0.3159,-0.5,-1.0,-0.5,-0.5,-0.156,0.5747,0.704,0.0748,-0.3,-0.2325,0.5895,-1.0,0.0,-0.3776,1.0,0.4836,0.1343,152.42,43.8,34.15,83.88,76.06,97.35,32.65,28.09,24.47,58.55,34.18,32.73,22.97,37.62,41.58,0.7824,0.7813,1.2861,1.2826,1.7159,1.713,1.1007,1.1028,1.1613,1.1606,0.3827,0.3892,0.478,0.4798,0.5138,0.5222,0.344,0.3508,0.7012,0.7018,1.1055,1.1053,0.8203,0.8218,0.8693,0.8711,0.4425,0.4499
ansur_00017,male,v_shape,1.88,99.5,27.49,177.7,54.9,35.3,118.1,106.5,106.1,43.5,37.9,34.4,63.5,41.2,36.3,25.6,44.4,48.2,1.0,1.0,0.134,0.2204,0.0,0.0,0.0,-0.5,-1.0,-0.1977,1.0,0.0774,1.0,-0.8648,1.0,-0.2429,0.0519,0.7459,1.0,1.0,-0.0728,0.1217,0.8772,0.4115,177.7,49.77,33.52,115.68,103.7,103.27,41.9,35.75,29.89,61.07,39.64,36.89,25.92,44.44,48.22,1.0038,1.0042,1.5552,1.4848,1.5413,1.5406,1.1089,1.1155,0.8984,0.8927,0.3683,0.3622,0.5969,0.5854,0.4649,0.4302,0.3327,0.3246,0.7052,0.7026,1.0856,1.0851,0.9199,0.9019,0.9077,0.8361,0.5174,0.4819
ansur_00018,female,rectangle,0.022,68.4,41.87,159.0,43.5,35.4,101.0,94.4,104.5,34.1,29.0,25.3,60.4,36.7,30.5,23.3,40.3,42.1,1.0,0.6664,-0.0,0.1705,0.0,0.5169,0.7424,-0.5,-1.0,-0.5,-0.5,-0.1205,0.8111,-0.0721,1.0,-0.1069,-0.2136,0.914,-0.4566,0.0,-0.2627,1.0,0.2914,0.2614,159.0,43.57,35.44,101.04,94.43,104.54,34.13,28.99,25.29,60.37,36.69,30.49,23.3,40.3,42.1,0.9033,0.9033,1.2288,1.2294,1.6458,1.6454,1.0699,1.07,1.0347,1.0346,0.3376,0.3378,0.4801,0.4802,0.4307,0.4312,0.3388,0.339,0.7639,0.7642,1.0447,1.0447,0.7902,0.7901,0.8724,0.8724,0.4163,0.4168
ansur_00019,male,rectangle,0.0,70.2,14.51,181.1,47.7,33.0,96.4,82.4,91.6,37.2,32.5,28.7,52.5,36.8,37.9,28.9,47.1,50.4,-0.0073,0.0344,0.3719,0.0446,0.0,0.0,0.0,-0.4242,-0.1753,-0.169,0.2806,0.3118,0.9475,0.1733,-0.0673,0.0381,0.1487,0.606,-0.1324,0.6136,0.0626,-0.6435,0.9066,0.1107,181.1,47.7,33.0,96.4,82.4,91.6,37.2,32.5,28.7,52.5,36.8,37.9,28.9,47.1,50.4,0.8996,0.8996,1.4455,1.4455,1.4266,1.4266,1.1699,1.1699,0.9502,0.9502,0.3859,0.3859,0.619,0.619,0.4948,0.4948,0.3603,0.3603,0.7625,0.7625,1.0701,1.0701,0.8832,0.8832,0.8831,0.8831,0.5207,0.5207
ansur_00020,female,hourglass,1.357,99.0,45.3,170.7,51.7,42.7,106.5,93.5,124.8,37.8,40.8,32.9,74.0,45.3,34.3,27.0,42.2,47.0,-1.0,-0.3708,0.4503,0.1133,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.1656,1.0,1.0,1.0,0.9322,0.0105,1.0,0.7365,0.2614,-0.1736,0.2153,0.6583,0.4999,170.8,49.04,43.1,105.62,92.67,122.33,37.58,38.44,30.38,70.42,41.68,34.64,27.2,42.33,47.04,0.7492,0.7575,1.2108,1.1378,1.6336,1.6895,1.139,1.1397,1.1718,1.1582,0.3549,0.3558,0.5514,0.5459,0.4854,0.4643,0.3421,0.3523,0.7872,0.7852,1.1137,1.1113,0.9007,0.9223,0.8064,0.7903,0.4143,0.4009
ansur_00021,male,rectangle,0.941,88.2,22.29,178.0,52.3,35.2,111.7,99.4,102.7,44.5,35.1,30.4,62.4,37.7,36.2,26.3,43.1,48.7,1.0,1.0,0.4804,0.1203,0.0,0.0,0.0,-0.5,-0.652,-0.3592,1.0,0.0954,0.9638,-0.3424,1.0,-0.285,0.0908,0.3862,1.0,1.0,-0.1199,0.2114,0.813,0.0305,177.82,49.39,34.02,109.93,97.8,100.89,41.37,34.95,30.31,62.04,37.52,36.45,26.42,43.28,48.9,0.9679,0.9694,1.4858,1.4518,1.6552,1.6535,1.1237,1.124,0.9194,0.9178,0.3984,0.3763,0.5625,0.5633,0.4682,0.4493,0.3427,0.3372,0.7265,0.7248,1.1299,1.1299,0.931,0.9315,0.8661,0.8672,0.5093,0.4895
ansur_00022,female,v_shape,0.0,74.2,36.76,166.8,48.5,33.9,103.4,94.2,101.4,37.8,31.6,26.7,60.0,35.8,35.5,27.2,43.5,46.4,0.0987,0.5452,0.2116,0.1548,0.0,0.0,0.0,-0.5,-0.6876,-0.5,0.8749,0.1814,0.4899,-0.0684,-0.1331,-0.2567,-0.0248,0.3007,-0.4863,0.3928,-0.1069,0.2105,0.7377,-0.0463,166.8,48.5,33.9,103.4,94.2,101.4,37.8,31.6,26.7,60.0,35.8,35.5,27.2,43.5,46.4,0.929,0.929,1.4307,1.4307,1.676,1.676,1.0977,1.0977,0.9807,0.9807,0.3656,0.3656,0.5267,0.5267,0.4691,0.4691,0.3343,0.3343,0.7662,0.7662,1.0667,1.0667,0.8827,0.8827,0.8449,0.8449,0.4783,0.4783
ansur_00023,male,rectangle,0.0,70.1,19.01,173.3,46.4,31.7,96.1,86.6,92.8,37.4,32.7,28.1,56.7,34.3,36.3,27.0,48.9,48.8,0.1162,-0.1204,0.1428,0.1557,0.0,0.0,0.0,-0.5,-0.9955,-0.5,0.2955,0.1704,0.8194,-0.9157,0.2155,-0.3,0.0717,0.171,-0.6537,0.359,0.134,0.0045,0.7854,0.1998,173.3,46.4,31.7,96.1,86.6,92.8,37.4,32.7,28.1,56.7,34.3,36.3,27.0,48.9,48.8,0.9332,0.9332,1.4637,1.4637,1.6531,1.6531,1.1097,1.1097,0.9657,0.9657,0.3892,0.3892,0.5767,0.5767,0.4828,0.4828,0.3416,0.3416,0.7438,0.7438,0.998,0.998,0.9534,0.9534,0.8593,0.8593,0.5,0.5
ansur_00024,female,apple,0.023,78.1,42.31,165.4,49.7,36.7,106.3,99.5,104.9,34.6,33.4,27.7,62.3,37.5,36.8,24.2,42.3,45.1,1.0,1.0,0.0,0.1479,0.0,0.0,0.0,-0.1924,-1.0,-0.2545,1.0,-0.061,0.8914,-0.9501,1.0,0.1901,-0.0848,0.7797,-0.606,0.0,-0.1791,0.5608,0.8828,0.5225,165.41,49.69,36.72,106.31,99.47,104.9,34.77,33.39,27.69,62.26,37.48,36.8,24.2,42.29,45.09,0.9485,0.9482,1.3542,1.3532,1.6613,1.6612,1.0683,1.0688,0.9868,0.9867,0.3255,0.3271,0.5361,0.5363,0.4675,0.4674,0.3499,0.35,0.6576,0.6576,1.0662,1.0662,0.8907,0.8909,0.8293,0.8293,0.4738,0.4737
ansur_00025,male,v_shape,2.313,103.7,21.79,181.4,56.4,35.1,115.1,98.6,108.2,43.6,39.7,34.2,68.9,46.0,39.8,28.3,49.7,50.8,1.0,1.0,0.6491,0.0693,0.0,0.0,0.0,-0.5,-1.0,-0.1407,1.0,0.2022,1.0,0.8428,1.0,-0.3,0.1744,1.0,-0.284,1.0,0.1767,0.3284,1.0,0.1094,181.47,50.35,35.02,112.57,95.94,104.78,41.26,36.71,30.83,63.28,42.15,38.83,27.87,49.92,50.91,0.9113,0.9156,1.6068,1.4377,1.4978,1.5013,1.1673,1.1733,0.9401,0.9308,0.3788,0.3665,0.5762,0.5801,0.49,0.4473,0.3244,0.3342,0.7111,0.7177,1.0221,1.0198,0.863,0.8709,0.8615,0.8398,0.5213,0.4805
ansur_00026,female,v_shape,0.06,71.8,32.93,166.6,49.7,35.9,93.7,84.8,101.2,36.6,32.0,28.6,60.6,37.3,35.4,25.4,41.4,45.1,-1.0,0.7434,0.3294,0.0093,0.0,0.0,0.0,-0.5,-1.0,-0.3432,1.0,0.0209,1.0,1.0,1.0,-0.165,-0.0757,0.8161,0.109,0.8382,-0.2132,0.794,0.7422,0.1918,166.6,49.55,35.88,93.63,84.74,101.07,36.58,31.92,28.35,60.57,37.27,35.42,25.41,41.4,45.1,0.8379,0.8384,1.3844,1.381,1.6247,1.6252,1.105,1.1049,1.08,1.0795,0.3906,0.3907,0.5281,0.527,0.5304,0.5292,0.3547,0.355,0.7175,0.7174,1.0894,1.0894,0.8579,0.8565,0.8938,0.8882,0.4911,0.4903
ansur_00027,male,v_shape,2.889,111.6,22.8,186.1,58.8,37.6,123.1,104.5,111.2,46.8,42.0,35.0,70.4,43.4,39.3,28.9,45.8,51.9,1.0,1.0,0.3872,0.1537,0.0,0.0,0.0,-0.5,-1.0,0.0323,1.0,0.2844,1.0,-0.4798,1.0,-0.3,0.2448,0.9261,1.0,1.0,0.0099,0.8293,1.0,0.6328,185.56,50.79,35.44,119.01,100.45,106.54,41.87,39.48,30.5,66.86,41.36,38.61,28.61,46.44,52.57,0.9397,0.9428,1.5638,1.4331,1.6221,1.6165,1.178,1.1848,0.9033,0.8952,0.3802,0.3518,0.5966,0.5905,0.4777,0.4268,0.3381,0.3326,0.7354,0.741,1.1332,1.132,0.9677,0.9545,0.8333,0.7725,0.5288,0.4767
ansur_00028,female,v_shape,0.22,70.9,38.41,159.9,48.6,33.8,98.9,92.9,100.0,35.4,33.9,27.7,63.9,37.5,34.3,24.9,39.6,45.0,1.0,0.4658,0.0,0.1597,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.9364,0.0048,0.8272,-0.9869,1.0,-0.3,-0.0852,0.6806,-0.868,0.1189,-0.2995,1.0,0.6667,0.5024,159.91,48.54,34.29,99.08,92.98,100.07,35.44,33.5,27.47,62.8,36.96,34.34,24.92,39.62,45.01,0.929,0.9291,1.4379,1.4156,1.704,1.6991,1.0646,1.0656,1.0111,1.01,0.3579,0.3577,0.5305,0.5334,0.4914,0.4899,0.338,0.3427,0.7259,0.7257,1.1364,1.136,0.904,0.9064,0.8171,0.82,0.486,0.4851
ansur_00029,male,pear,0.593,89.6,27.35,170.9,50.4,39.0,106.0,100.7,113.6,39.9,36.3,32.2,69.5,42.1,35.0,24.6,44.0,45.7,1.0,1.0,0.5136,0.0977,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.0499,1.0,0.4279,1.0,0.0665,-0.0495,0.98,0.6206,0.7387,-0.0941,0.7745,0.7105,0.0996,170.93,48.89,38.52,105.4,99.88,112.76,39.74,35.5,30.4,68.57,41.53,35.2,24.71,43.98,45.68,0.8864,0.8858,1.2923,1.2692,1.6508,1.6511,1.0526,1.0553,1.0717,1.0698,0.3764,0.377,0.5223,0.5177,0.4755,0.4639,0.3433,0.3416,0.7029,0.702,1.0386,1.0387,0.8622,0.8548,0.8871,0.8563,0.4437,0.4336
