char_id,gender,morph_key,morph_id,morph_value
hprob_chest_height_20_f,female,chest_height,cc embed morphs/embed_torso112,1.0
hprob_neck_len_00_f,female,neck_len,cc embed morphs/embed_torso109,-1.0
hprob_neck_len_01_f,female,neck_len,cc embed morphs/embed_torso109,-0.9
hprob_neck_len_02_f,female,neck_len,cc embed morphs/embed_torso109,-0.8
hprob_neck_len_03_f,female,neck_len,cc embed morphs/embed_torso109,-0.7
hprob_neck_len_04_f,female,neck_len,cc embed morphs/embed_torso109,-0.6
hprob_neck_len_05_f,female,neck_len,cc embed morphs/embed_torso109,-0.5
hprob_neck_len_06_f,female,neck_len,cc embed morphs/embed_torso109,-0.4
hprob_neck_len_07_f,female,neck_len,cc embed morphs/embed_torso109,-0.3
hprob_neck_len_08_f,female,neck_len,cc embed morphs/embed_torso109,-0.2
hprob_neck_len_09_f,female,neck_len,cc embed morphs/embed_torso109,-0.1
hprob_neck_len_10_f,female,neck_len,cc embed morphs/embed_torso109,0.0
hprob_neck_len_11_f,female,neck_len,cc embed morphs/embed_torso109,0.1
hprob_neck_len_12_f,female,neck_len,cc embed morphs/embed_torso109,0.2
hprob_neck_len_13_f,female,neck_len,cc embed morphs/embed_torso109,0.3
hprob_neck_len_14_f,female,neck_len,cc embed morphs/embed_torso109,0.4
hprob_neck_len_15_f,female,neck_len,cc embed morphs/embed_torso109,0.5
hprob_neck_len_16_f,female,neck_len,cc embed morphs/embed_torso109,0.6
hprob_neck_len_17_f,female,neck_len,cc embed morphs/embed_torso109,0.7
hprob_neck_len_18_f,female,neck_len,cc embed morphs/embed_torso109,0.8
hprob_neck_len_19_f,female,neck_len,cc embed morphs/embed_torso109,0.9
hprob_neck_len_20_f,female,neck_len,cc embed morphs/embed_torso109,1.0
hprob_upperarm_len_00_f,female,upperarm_len,cc embed morphs/embed_arm4,-1.0
hprob_upperarm_len_01_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.9
hprob_upperarm_len_02_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.8
hprob_upperarm_len_03_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.7
hprob_upperarm_len_04_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.6
hprob_upperarm_len_05_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.5
hprob_upperarm_len_06_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.4
hprob_upperarm_len_07_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.3
hprob_upperarm_len_08_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.2
hprob_upperarm_len_09_f,female,upperarm_len,cc embed morphs/embed_arm4,-0.1
hprob_upperarm_len_10_f,female,upperarm_len,cc embed morphs/embed_arm4,0.0
hprob_upperarm_len_11_f,female,upperarm_len,cc embed morphs/embed_arm4,0.1
hprob_upperarm_len_12_f,female,upperarm_len,cc embed morphs/embed_arm4,0.2
hprob_upperarm_len_13_f,female,upperarm_len,cc embed morphs/embed_arm4,0.3
hprob_upperarm_len_14_f,female,upperarm_len,cc embed morphs/embed_arm4,0.4
hprob_upperarm_len_15_f,female,upperarm_len,cc embed morphs/embed_arm4,0.5
hprob_upperarm_len_16_f,female,upperarm_len,cc embed morphs/embed_arm4,0.6
hprob_upperarm_len_17_f,female,upperarm_len,cc embed morphs/embed_arm4,0.7
hprob_upperarm_len_18_f,female,upperarm_len,cc embed morphs/embed_arm4,0.8
hprob_upperarm_len_19_f,female,upperarm_len,cc embed morphs/embed_arm4,0.9
hprob_upperarm_len_20_f,female,upperarm_len,cc embed morphs/embed_arm4,1.0
hprob_forearm_len_00_f,female,forearm_len,cc embed morphs/embed_arm5,-1.0
hprob_forearm_len_01_f,female,forearm_len,cc embed morphs/embed_arm5,-0.9
hprob_forearm_len_02_f,female,forearm_len,cc embed morphs/embed_arm5,-0.8
hprob_forearm_len_03_f,female,forearm_len,cc embed morphs/embed_arm5,-0.7
hprob_forearm_len_04_f,female,forearm_len,cc embed morphs/embed_arm5,-0.6
hprob_forearm_len_05_f,female,forearm_len,cc embed morphs/embed_arm5,-0.5
hprob_forearm_len_06_f,female,forearm_len,cc embed morphs/embed_arm5,-0.4
hprob_forearm_len_07_f,female,forearm_len,cc embed morphs/embed_arm5,-0.3
hprob_forearm_len_08_f,female,forearm_len,cc embed morphs/embed_arm5,-0.2
hprob_forearm_len_09_f,female,forearm_len,cc embed morphs/embed_arm5,-0.1
hprob_forearm_len_10_f,female,forearm_len,cc embed morphs/embed_arm5,0.0
hprob_forearm_len_11_f,female,forearm_len,cc embed morphs/embed_arm5,0.1
hprob_forearm_len_12_f,female,forearm_len,cc embed morphs/embed_arm5,0.2
hprob_forearm_len_13_f,female,forearm_len,cc embed morphs/embed_arm5,0.3
hprob_forearm_len_14_f,female,forearm_len,cc embed morphs/embed_arm5,0.4
hprob_forearm_len_15_f,female,forearm_len,cc embed morphs/embed_arm5,0.5
hprob_forearm_len_16_f,female,forearm_len,cc embed morphs/embed_arm5,0.6
hprob_forearm_len_17_f,female,forearm_len,cc embed morphs/embed_arm5,0.7
hprob_forearm_len_18_f,female,forearm_len,cc embed morphs/embed_arm5,0.8
hprob_forearm_len_19_f,female,forearm_len,cc embed morphs/embed_arm5,0.9
hprob_forearm_len_20_f,female,forearm_len,cc embed morphs/embed_arm5,1.0
hprob_baseline_m,male,baseline,,0.0
hprob_thigh_len_00_m,male,thigh_len,cc embed morphs/embed_leg4,-1.0
hprob_thigh_len_01_m,male,thigh_len,cc embed morphs/embed_leg4,-0.9
hprob_thigh_len_02_m,male,thigh_len,cc embed morphs/embed_leg4,-0.8
hprob_thigh_len_03_m,male,thigh_len,cc embed morphs/embed_leg4,-0.7
hprob_thigh_len_04_m,male,thigh_len,cc embed morphs/embed_leg4,-0.6
hprob_thigh_len_05_m,male,thigh_len,cc embed morphs/embed_leg4,-0.5
hprob_thigh_len_06_m,male,thigh_len,cc embed morphs/embed_leg4,-0.4
hprob_thigh_len_07_m,male,thigh_len,cc embed morphs/embed_leg4,-0.3
hprob_thigh_len_08_m,male,thigh_len,cc embed morphs/embed_leg4,-0.2
hprob_thigh_len_09_m,male,thigh_len,cc embed morphs/embed_leg4,-0.1
hprob_thigh_len_10_m,male,thigh_len,cc embed morphs/embed_leg4,0.0
hprob_thigh_len_11_m,male,thigh_len,cc embed morphs/embed_leg4,0.1
hprob_thigh_len_12_m,male,thigh_len,cc embed morphs/embed_leg4,0.2
hprob_thigh_len_13_m,male,thigh_len,cc embed morphs/embed_leg4,0.3
hprob_thigh_len_14_m,male,thigh_len,cc embed morphs/embed_leg4,0.4
hprob_thigh_len_15_m,male,thigh_len,cc embed morphs/embed_leg4,0.5
hprob_thigh_len_16_m,male,thigh_len,cc embed morphs/embed_leg4,0.6
hprob_thigh_len_17_m,male,thigh_len,cc embed morphs/embed_leg4,0.7
hprob_thigh_len_18_m,male,thigh_len,cc embed morphs/embed_leg4,0.8
hprob_thigh_len_19_m,male,thigh_len,cc embed morphs/embed_leg4,0.9
hprob_thigh_len_20_m,male,thigh_len,cc embed morphs/embed_leg4,1.0
hprob_lower_leg_len_00_m,male,lower_leg_len,cc embed morphs/embed_leg5,-1.0
hprob_lower_leg_len_01_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.9
hprob_lower_leg_len_02_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.8
hprob_lower_leg_len_03_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.7
hprob_lower_leg_len_04_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.6
hprob_lower_leg_len_05_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.5
hprob_lower_leg_len_06_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.4
hprob_lower_leg_len_07_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.3
hprob_lower_leg_len_08_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.2
hprob_lower_leg_len_09_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.1
hprob_lower_leg_len_10_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.0
hprob_lower_leg_len_11_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.1
hprob_lower_leg_len_12_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.2
hprob_lower_leg_len_13_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.3
hprob_lower_leg_len_14_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.4
hprob_lower_leg_len_15_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.5
hprob_lower_leg_len_16_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.6
hprob_lower_leg_len_17_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.7
hprob_lower_leg_len_18_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.8
hprob_lower_leg_len_19_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.9
hprob_lower_leg_len_20_m,male,lower_leg_len,cc embed morphs/embed_leg5,1.0
hprob_hip_len_00_m,male,hip_len,cc embed morphs/embed_torso4,-1.0
hprob_hip_len_01_m,male,hip_len,cc embed morphs/embed_torso4,-0.9
hprob_hip_len_02_m,male,hip_len,cc embed morphs/embed_torso4,-0.8
hprob_hip_len_03_m,male,hip_len,cc embed morphs/embed_torso4,-0.7
hprob_hip_len_04_m,male,hip_len,cc embed morphs/embed_torso4,-0.6
hprob_hip_len_05_m,male,hip_len,cc embed morphs/embed_torso4,-0.5
hprob_hip_len_06_m,male,hip_len,cc embed morphs/embed_torso4,-0.4
hprob_hip_len_07_m,male,hip_len,cc embed morphs/embed_torso4,-0.3
hprob_hip_len_08_m,male,hip_len,cc embed morphs/embed_torso4,-0.2
hprob_hip_len_09_m,male,hip_len,cc embed morphs/embed_torso4,-0.1
hprob_hip_len_10_m,male,hip_len,cc embed morphs/embed_torso4,0.0
hprob_hip_len_11_m,male,hip_len,cc embed morphs/embed_torso4,0.1
hprob_hip_len_12_m,male,hip_len,cc embed morphs/embed_torso4,0.2
hprob_hip_len_13_m,male,hip_len,cc embed morphs/embed_torso4,0.3
hprob_hip_len_14_m,male,hip_len,cc embed morphs/embed_torso4,0.4
hprob_hip_len_15_m,male,hip_len,cc embed morphs/embed_torso4,0.5
hprob_hip_len_16_m,male,hip_len,cc embed morphs/embed_torso4,0.6
hprob_hip_len_17_m,male,hip_len,cc embed morphs/embed_torso4,0.7
hprob_hip_len_18_m,male,hip_len,cc embed morphs/embed_torso4,0.8
hprob_hip_len_19_m,male,hip_len,cc embed morphs/embed_torso4,0.9
hprob_hip_len_20_m,male,hip_len,cc embed morphs/embed_torso4,1.0
hprob_chest_height_00_m,male,chest_height,cc embed morphs/embed_torso112,-1.0
hprob_chest_height_01_m,male,chest_height,cc embed morphs/embed_torso112,-0.9
hprob_chest_height_02_m,male,chest_height,cc embed morphs/embed_torso112,-0.8
hprob_chest_height_03_m,male,chest_height,cc embed morphs/embed_torso112,-0.7
hprob_chest_height_04_m,male,chest_height,cc embed morphs/embed_torso112,-0.6
hprob_chest_height_05_m,male,chest_height,cc embed morphs/embed_torso112,-0.5
hprob_chest_height_06_m,male,chest_height,cc embed morphs/embed_torso112,-0.4
hprob_chest_height_07_m,male,chest_height,cc embed morphs/embed_torso112,-0.3
hprob_chest_height_08_m,male,chest_height,cc embed morphs/embed_torso112,-0.2
hprob_chest_height_09_m,male,chest_height,cc embed morphs/embed_torso112,-0.1
hprob_chest_height_10_m,male,chest_height,cc embed morphs/embed_torso112,0.0
hprob_chest_height_11_m,male,chest_height,cc embed morphs/embed_torso112,0.1
hprob_chest_height_12_m,male,chest_height,cc embed morphs/embed_torso112,0.2
hprob_chest_height_13_m,male,chest_height,cc embed morphs/embed_torso112,0.3
hprob_chest_height_14_m,male,chest_height,cc embed morphs/embed_torso112,0.4
hprob_chest_height_15_m,male,chest_height,cc embed morphs/embed_torso112,0.5
hprob_chest_height_16_m,male,chest_height,cc embed morphs/embed_torso112,0.6
hprob_chest_height_17_m,male,chest_height,cc embed morphs/embed_torso112,0.7
hprob_chest_height_18_m,male,chest_height,cc embed morphs/embed_torso112,0.8
hprob_chest_height_19_m,male,chest_height,cc embed morphs/embed_torso112,0.9
hprob_chest_height_20_m,male,chest_height,cc embed morphs/embed_torso112,1.0
hprob_neck_len_00_m,male,neck_len,cc embed morphs/embed_torso109,-1.0
hprob_neck_len_01_m,male,neck_len,cc embed morphs/embed_torso109,-0.9
hprob_neck_len_02_m,male,neck_len,cc embed morphs/embed_torso109,-0.8
hprob_neck_len_03_m,male,neck_len,cc embed morphs/embed_torso109,-0.7
hprob_neck_len_04_m,male,neck_len,cc embed morphs/embed_torso109,-0.6
hprob_neck_len_05_m,male,neck_len,cc embed morphs/embed_torso109,-0.5
hprob_neck_len_06_m,male,neck_len,cc embed morphs/embed_torso109,-0.4
hprob_neck_len_07_m,male,neck_len,cc embed morphs/embed_torso109,-0.3
hprob_neck_len_08_m,male,neck_len,cc embed morphs/embed_torso109,-0.2
hprob_neck_len_09_m,male,neck_len,cc embed morphs/embed_torso109,-0.1
hprob_neck_len_10_m,male,neck_len,cc embed morphs/embed_torso109,0.0
hprob_neck_len_11_m,male,neck_len,cc embed morphs/embed_torso109,0.1
hprob_neck_len_12_m,male,neck_len,cc embed morphs/embed_torso109,0.2
hprob_neck_len_13_m,male,neck_len,cc embed morphs/embed_torso109,0.3
hprob_neck_len_14_m,male,neck_len,cc embed morphs/embed_torso109,0.4
hprob_neck_len_15_m,male,neck_len,cc embed morphs/embed_torso109,0.5
hprob_neck_len_16_m,male,neck_len,cc embed morphs/embed_torso109,0.6
hprob_neck_len_17_m,male,neck_len,cc embed morphs/embed_torso109,0.7
hprob_neck_len_18_m,male,neck_len,cc embed morphs/embed_torso109,0.8
hprob_neck_len_19_m,male,neck_len,cc embed morphs/embed_torso109,0.9
hprob_neck_len_20_m,male,neck_len,cc embed morphs/embed_torso109,1.0
hprob_upperarm_len_00_m,male,upperarm_len,cc embed morphs/embed_arm4,-1.0
hprob_upperarm_len_01_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.9
hprob_upperarm_len_02_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.8
hprob_upperarm_len_03_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.7
hprob_upperarm_len_04_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.6
hprob_upperarm_len_05_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.5
hprob_upperarm_len_06_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.4
hprob_upperarm_len_07_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.3
hprob_upperarm_len_08_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.2
hprob_upperarm_len_09_m,male,upperarm_len,cc embed morphs/embed_arm4,-0.1
hprob_upperarm_len_10_m,male,upperarm_len,cc embed morphs/embed_arm4,0.0
hprob_upperarm_len_11_m,male,upperarm_len,cc embed morphs/embed_arm4,0.1
hprob_upperarm_len_12_m,male,upperarm_len,cc embed morphs/embed_arm4,0.2
hprob_upperarm_len_13_m,male,upperarm_len,cc embed morphs/embed_arm4,0.3
hprob_upperarm_len_14_m,male,upperarm_len,cc embed morphs/embed_arm4,0.4
hprob_upperarm_len_15_m,male,upperarm_len,cc embed morphs/embed_arm4,0.5
hprob_upperarm_len_16_m,male,upperarm_len,cc embed morphs/embed_arm4,0.6
hprob_upperarm_len_17_m,male,upperarm_len,cc embed morphs/embed_arm4,0.7
hprob_upperarm_len_18_m,male,upperarm_len,cc embed morphs/embed_arm4,0.8
hprob_upperarm_len_19_m,male,upperarm_len,cc embed morphs/embed_arm4,0.9
hprob_upperarm_len_20_m,male,upperarm_len,cc embed morphs/embed_arm4,1.0
hprob_forearm_len_00_m,male,forearm_len,cc embed morphs/embed_arm5,-1.0
hprob_forearm_len_01_m,male,forearm_len,cc embed morphs/embed_arm5,-0.9
hprob_forearm_len_02_m,male,forearm_len,cc embed morphs/embed_arm5,-0.8
hprob_forearm_len_03_m,male,forearm_len,cc embed morphs/embed_arm5,-0.7
hprob_forearm_len_04_m,male,forearm_len,cc embed morphs/embed_arm5,-0.6
hprob_forearm_len_05_m,male,forearm_len,cc embed morphs/embed_arm5,-0.5
hprob_forearm_len_06_m,male,forearm_len,cc embed morphs/embed_arm5,-0.4
hprob_forearm_len_07_m,male,forearm_len,cc embed morphs/embed_arm5,-0.3
hprob_forearm_len_08_m,male,forearm_len,cc embed morphs/embed_arm5,-0.2
hprob_forearm_len_09_m,male,forearm_len,cc embed morphs/embed_arm5,-0.1
hprob_forearm_len_10_m,male,forearm_len,cc embed morphs/embed_arm5,0.0
hprob_forearm_len_11_m,male,forearm_len,cc embed morphs/embed_arm5,0.1
hprob_forearm_len_12_m,male,forearm_len,cc embed morphs/embed_arm5,0.2
hprob_forearm_len_13_m,male,forearm_len,cc embed morphs/embed_arm5,0.3
hprob_forearm_len_14_m,male,forearm_len,cc embed morphs/embed_arm5,0.4
hprob_forearm_len_15_m,male,forearm_len,cc embed morphs/embed_arm5,0.5
hprob_forearm_len_16_m,male,forearm_len,cc embed morphs/embed_arm5,0.6
hprob_forearm_len_17_m,male,forearm_len,cc embed morphs/embed_arm5,0.7
hprob_forearm_len_18_m,male,forearm_len,cc embed morphs/embed_arm5,0.8
hprob_forearm_len_19_m,male,forearm_len,cc embed morphs/embed_arm5,0.9
hprob_forearm_len_20_m,male,forearm_len,cc embed morphs/embed_arm5,1.0
